Activated Date,C - Sells Spirits,C - Sells Wine,R - CPG - Beverage - Beer - OOH,R - CPG - Beverage - Beer - Video,R - CPG - Beverage - Wine - OOH,R - CPG - Beverage - Wine - Video,R - CPG - CBD Hemp Ingestibles (Non-THC),R - CPG - Non Food/Beverage - Cannabis (Medical Use),R - CPG - Non Food/Beverage - Cannabis (Recreational Use),R - CPG - Non Food/Beverage - CBD Hemp (Non-THC),R - Automotive - Electric,Retailer - # of Contacts with Email,Contract End Date,Average Daily Impressions,City,County,County Designation,DMA ID - Salesforce,DMA Rank,GTVID,ID - Gbase,ID - TDLinx,Latitude,Longitude,Network,ZIP+4,Program,Retailer ID - Salesforce,Site Name,State,Status,Street,ID - Network Designated,DMA,DMA ID - Gbase,African American Index,African American Percentage,Asian Index,Asian Percentage,Average Household Income,Brand - C-Store,Brand - Fuel,Brand - Restaurant,C - EMV Enabled,C - NFC Enabled,C - Open 24 Hours,C - Sells Beer,C - Sells Diesel Fuel,C - Sells Lottery,C - Vistar Programmatic Enabled,C - Walk Up Enabled,Dispenser Count,Dispenser Make,Dispenser Model,Doing Business As,Female Index,Female Percentage,Hardware Type,Hispanic Index,Hispanic Percentage,ID - Brand,ID - Former GTVID,ID - Gilbarco Sales,ID - GVR,ID - Retailer,Male Index,Male Percentage,Median Age,Monthly Impressions,NFC Installed,NFC Type,R - Alcohol - Drink Responsibly Message,R - Alternative Transportation,R - Associations & NPO - Anti-Smoking,R - Automotive - After Market - Oil,R - CPG - Beverage - Spirits - OOH,R - CPG - Beverage - Spirits - Video,R - CPG - Non Food/Beverage - E-Cigarett,R - Entertainment - Casinos and Gambling,R - Government - Political,R - Recruitment,R - Restaurants - CDR,R - Restaurants - QSR,R - Retail - Automotive Service,R - Retail - Grocery,R - Retail - Grocery with Fuel,Retailer Account Manager,Screen Count,Site Phone Number,Retailer,Retailer ID - Gbase,Schedulable Site,Sellable Site,Unsellable,ID - Salesforce,ZIP,County FIPS,State FIPS,FIPS,Census Tract,Hardware Retrofit,Hardware Screen Ratio,Hardware Screen Class,TZ DST Offset,TZ Raw Offset,TZ ID,TZ Name,Address Quality,Legacy Site ID
11/17/20,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,4,11/16/28,311.033557,Lexington,Fayette County,B,a15f400000FkANNAA3,63,LXG151,5faad1b9937f89d2af33726f,7858084,38.084979,-84.489698,Gilbarco,40511,Standard Applause,001f400000pqra7AAA,5faad1b9937f89d2af33726f,KY,Active,1445 Newtown Center Way,5faad1b9937f89d2af33726f,Lexington KY,5654b737709e6e099c8a00c3,221.76,27.97,29.39,1.64,83663,Estepps,Shell,,Unknown,Yes,No,Yes,Unknown,Yes,TRUE,Yes,5,,,Citation Shell,93.87874722,47.74199635,Flex Pay IV - 10.4 Inch,69.75,13.23,12776970,,Citation7640511,863177,,106.3342308,52.25800365,33.2,9462,Unknown,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Lori Ramirez,10,,"Estepp Energy, LLC",5b58b48886826a0100761aa6,TRUE,TRUE,FALSE,a0x5G000005reA3QAI,40511,21067,21,2.1067E+14,21067003804,0,,,3600,-18000,America/New_York,Eastern Daylight Time,ROOFTOP,9999999
11/12/20,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3,11/11/28,86.96794872,Janesville,Rock County,C,a15f400000FkAO2AAN,81,MDG158,5faad3d135c4fb7dd9ecd0ca,594520,42.6791,-89.003164,Gilbarco,53545,Standard Applause,001f400001H7UNAAA3,5faad3d135c4fb7dd9ecd0ca,WI,Active,1533 E Racine St,5faad3d135c4fb7dd9ecd0ca,Madison WI,5654b753709e6e099c8a00d6,33.48,4.22,16.51,0.92,74694,Mobil,Mobil,,Unknown,Yes,Yes,No,Unknown,No,TRUE,Unknown,2,,,Wurtz Service,99.70108926,50.70294588,Flex Pay IV - 10.4 Inch,14.33,2.72,,,209918,209918,,100.3093108,49.29705412,38.3,2646,Unknown,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Mark Hesskamp,4,,Walts Petroleum Service Co,5e4307b18ea4934868c0d649,TRUE,TRUE,FALSE,a0x5G000005reASQAY,53545,55105,55,5.5105E+14,55105000200,,,,3600,-21600,America/Chicago,Central Daylight Time,RANGE_INTERPOLATED,9999999
1/25/21,No,Yes,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,1/24/29,154.3074324,San Marcos,Hays County,B,a15f400000FkAMHAA3,38,AUG257,5faaf7a56ca9ced97f642427,324943,29.8965154,-97.9105625,Gilbarco,78666-6735,Standard Applause,001f400000sOJIdAAO,5faaf7a56ca9ced97f642427,TX,Temporarily Deactivated,1699 North Interstate 35,5faaf7a56ca9ced97f642427,Austin TX,5654b4f1709e6e099c8a00a8,45.25,5.71,40.15,2.24,59651,Refuel,Shell,,Unknown,Yes,No,Yes,Unknown,Yes,FALSE,Unknown,3,,,,97.64115436,49.65536688,Flex Pay IV - 10.4 Inch,228.13,43.28,10089873,,SG1696188,832589,,102.4409174,50.34463312,23.9,4694,Unknown,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Lori Ramirez,6,5123922010,Embark Energy LLC,5c7702fdbecf3569488d94ce,TRUE,FALSE,FALSE,a0x5G000005reGuQAI,78666,48209,48,4.8209E+14,48209010304,,,,3600,-21600,America/Chicago,Central Daylight Time,ROOFTOP,9999999
11/12/20,Unknown,Unknown,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,11/11/28,378.9416529,Whitehouse Station,Hunterdon County,A,a15f400000FkAO0AAN,1,NYG396,5fab014a528dbe36b591c32f,,40.6157618,-74.7698916,Gilbarco,08889-3724,Standard Applause,001f400000pqs2tAAA,5fab014a528dbe36b591c32f,NJ,Temporarily Deactivated,160 Main Street,5fab014a528dbe36b591c32f,New York NY,5654b4a8709e6e099c8a0079,11.05,1.39,91.07,5.09,151935,Undetermined,Undetermined,,Unknown,Unknown,No,Unknown,Unknown,Unknown,FALSE,Unknown,,,,,101.0056737,51.36639173,Flex Pay IV - 10.4 Inch,51.88,9.84,,,SG1597802,202241,,98.95933569,48.63360827,44.6,11527,Unknown,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Paula Sexton,0,,Creative Management Inc,5be311cc89a4b0abee6f1eb5,TRUE,FALSE,TRUE,a0x5G000005reIvQAI,8889,34019,34,3.4019E+14,34019011100,,,,3600,-18000,America/New_York,Eastern Daylight Time,ROOFTOP,9999999
11/13/20,No,No,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,4,11/12/28,204.8885135,Vardaman,Calhoun County,D,a15f400000FkANnAAN,133,CTG061,5fab1b524729070232059276,647974,33.8753959,-89.1771291,Gilbarco,38878-8448,Standard Applause,001f400000sOHwkAAG,5fab1b524729070232059276,MS,Active,102 East Sweet Potato Street,5fab1b524729070232059276,Columbus-Tupelo-West Point MS,5654b792709e6e099c8a0109,119.58,15.08,0,0,48090,Vardaman Food Mart,Marathon,,Unknown,Unknown,No,No,Unknown,Yes,TRUE,Unknown,2,,,,97.42627365,49.54608939,Flex Pay IV - 10.4 Inch,95.63,18.14,,,SG1656882,232879,,102.6632745,50.45391061,34.9,6233,Unknown,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Paula Sexton,4,,Graves Oil Company,5c76f15d45e79a28a9661ee3,TRUE,TRUE,FALSE,a0x5G000005reMTQAY,38878,28013,28,2.8014E+14,28013950400,,,,3600,-21600,America/Chicago,Central Daylight Time,ROOFTOP,9999999
11/13/20,No,Yes,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,64,11/12/28,233.2909091,Richmond,Richmond City,B,a15f400000FkANLAA3,56,RPG134,5fac0d48fe4fae34e5d46174,254733,37.4807471,-77.4800785,Gilbarco,23224-6144,Standard Applause,001f400000pqn4jAAA,5fac0d48fe4fae34e5d46174,VA,Temporarily Deactivated,2700 Broad Rock Boulevard,5fac0d48fe4fae34e5d46174,Richmond-Petersburg VA,5654b709709e6e099c8a00bd,494.72,62.39,9.32,0.52,50714,Speed Mart,Valero,,Unknown,Unknown,No,Yes,Unknown,Yes,FALSE,Unknown,4,,,,101.7478421,51.74382116,Flex Pay IV - 10.4 Inch,83.29,15.8,,,SG1582405,281435,,98.19134485,48.25617884,31.1,7097,Unknown,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Veronica Briones,8,,"GPM Empire, LLC.",5774574304abbae413224cfe,TRUE,FALSE,FALSE,a0x5G000005rek6QAA,23224,51760,51,5.17601E+14,51760070801,,,,3600,-18000,America/New_York,Eastern Daylight Time,ROOFTOP,9999999
11/13/20,Yes,Yes,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,11/12/28,234.2818792,Fenton,St. Louis County,D,a15f400000FkAMCAA3,23,SLG239,5fac0d745446d4944a066d93,1875805,38.5423452,-90.4637086,Gilbarco,63026,Standard Applause,001f400000pqnfoAAA,5fac0d745446d4944a066d93,MO,Temporarily Deactivated,982 South Highway Drive,5fac0d745446d4944a066d93,St. Louis MO,5654b4dc709e6e099c8a0096,8.15,1.03,35.64,1.99,98630,Petro Mart,Phillips 66,,Unknown,Yes,No,Yes,Unknown,Yes,FALSE,Unknown,4,,,,99.84740508,50.77735473,Flex Pay IV - 10.4 Inch,13.33,2.53,,,SG0634757,238944,,100.1579042,49.22264527,38.6,7127,Yes,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Paula Sexton,8,,Petro Mart,5774574604abbae413225372,TRUE,FALSE,FALSE,a0x5G000005rekBQAQ,63026,29189,29,2.91892E+14,29189221423,,,,3600,-21600,America/Chicago,Central Daylight Time,ROOFTOP,9999999
11/13/20,No,No,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,11/12/28,137.6734007,Arvin,Kern County,B,a15f400000FkAO7AAN,125,BAG037,5fac0dc819e57b1bdf65f116,749262,35.252429,-118.843003,Gilbarco,93203,Standard Applause,0015G00001VIVfOQAX,5fac0dc819e57b1bdf65f116,CA,Active,11336 Comanche Dr,5fac0dc819e57b1bdf65f116,Bakersfield CA,5654b792709e6e099c8a0103,5.06,0.64,26.12,1.46,52007,The Barn,Chevron,,Unknown,Yes,No,Yes,Unknown,Yes,TRUE,Unknown,4,,,,94.50591416,48.06094183,Flex Pay IV - 10.4 Inch,492.65,93.46,306898,,SG0633748,254048,,105.6852427,51.93905817,24.2,4188,Unknown,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lori Ramirez,8,,The Barn IV,5fac0d01d817551fec44a331,TRUE,TRUE,FALSE,a0x5G000005rekaQAA,93203,6029,6,6.02901E+13,6029006202,,,,3600,-28800,America/Los_Angeles,Pacific Daylight Time,RANGE_INTERPOLATED,9999999
,Unknown,Unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,,275.4363146,North Ridgeville,Lorain County,A,a15f400000FkAP9AAN,19,CLG226,5fac1959f566cb610021bd1c,,41.379891,-82.068039,Gilbarco,44039,Standard Applause,001f400001UqIAMAA3,5fac1959f566cb610021bd1c,OH,Awaiting Installation,39479 Center Ridge Rd,5fac1959f566cb610021bd1c,Cleveland-Akron (Canton) OH,5654b4dc709e6e099c8a0094,15.33,1.93,14.46,0.81,91881,Undetermined,Undetermined,,Unknown,Unknown,No,Unknown,Unknown,Unknown,FALSE,Unknown,,,,,100.1513153,50.93190813,Flex Pay IV - 10.4 Inch,28.93,5.49,,,SG0382563,160507,,99.84341998,49.06809187,40.7,8379,Unknown,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Patrick Hamrick,0,,Elyria Service Corporation,5fa42397d81755249b42594d,TRUE,FALSE,FALSE,a0x5G000005reneQAA,44039,39093,39,3.90931E+14,39093080500,,,,3600,-18000,America/New_York,Eastern Daylight Time,RANGE_INTERPOLATED,9999999
12/10/20,No,Yes,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,12/9/28,154.6455224,Gordonsville,Orange County,D,a15f400000FkANLAA3,56,RPG135,5fac25a50231d784bde6be56,676794,38.1713286,-78.2788799,Gilbarco,22942,Standard Applause,001f400001UqI8gAAF,5fac25a50231d784bde6be56,VA,Temporarily Deactivated,5515 Spotswood Trail,5fac25a50231d784bde6be56,Richmond-Petersburg VA,5654b709709e6e099c8a00bd,111.76,14.09,3.75,0.21,80016,Ds Market,Independent,,Unknown,Unknown,No,Yes,Unknown,No,FALSE,Unknown,2,,,,101.8938428,51.81806976,Flex Pay IV - 10.4 Inch,21.2,4.02,,,SG1601585,168760,,98.0402643,48.18193024,42.6,4704,Unknown,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Patrick Hamrick,4,,D's Market LLC,5fa42394d8175516fb42594b,TRUE,FALSE,FALSE,a0x5G000005repfQAA,22942,51137,51,5.11371E+14,51137110300,,,,3600,-18000,America/New_York,Eastern Daylight Time,RANGE_INTERPOLATED,9999999
4/16/21,Yes,Yes,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,4/15/29,360.9064748,Cameron,DeKalb County,D,a15f400000FkAPKAA3,201,SJG012,5fac27e02a08a28b5a088aa9,1667923,39.752545,-94.214996,Gilbarco,64429,Standard Applause,001f400001UqI9nAAF,5fac27e02a08a28b5a088aa9,MO,Active,1514 Bob Griffin Rd,5fac27e02a08a28b5a088aa9,St. Joseph MO,5654b7e8709e6e099c8a014d,70.11,8.84,3.35,0.19,68538,Shell,Shell,Wendy's,Unknown,Yes,No,Yes,Yes,Yes,TRUE,Unknown,,,,AmBest Fuel Stop,73.63077818,37.44490044,Flex Pay IV - 10.4 Inch,14.59,2.77,10014488,,SG1667001,206093,,127.2866916,62.55509956,38.2,10979,Yes,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,Mark Hesskamp,7,,"Nam-Ho Development, LLC",5fa42392be3a6bd63614bef2,TRUE,TRUE,FALSE,a0x5G000005req4QAA,64429,29063,29,2.90631E+14,29063080100,,4:03,,3600,-21600,America/Chicago,Central Daylight Time,RANGE_INTERPOLATED,9999999
1/19/21,No,No,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,1/18/29,237.4395604,Crossvile,Cumberland County,D,a15f400000FkAP8AAN,62,KNG100,5fac2db3be62e5ca1f069262,1734721,35.965168,-84.981094,Gilbarco,38571,Standard Applause,001f400001UqI9OAAV,5fac2db3be62e5ca1f069262,TN,Active,601 Peavine Rd,5fac2db3be62e5ca1f069262,Knoxville TN,5654b737709e6e099c8a00c1,0.39,0.05,5.81,0.32,64863,D & D Mart,Exxon,,Unknown,Yes,No,Yes,Unknown,Yes,TRUE,Unknown,4,,,,98.54602834,50.11554015,Flex Pay IV - 10.4 Inch,1.9,0.36,,,SG1686844,123884,,101.50456,49.88445985,43,7223,Unknown,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Veronica Briones,8,9314569130,DND 2 INC.,5fa42390077a7a28f1172fd8,TRUE,TRUE,FALSE,a0x5G000005rerHQAQ,38571,47035,47,4.7036E+14,47035970200,,,,3600,-21600,America/Chicago,Central Daylight Time,RANGE_INTERPOLATED,9999999
11/30/20,No,No,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,11/29/28,57.39864865,Hixon,Hamilton County,B,a15f400000FkAOsAAN,88,COG156,5fac2f70df0c2163b6cdd231,514985,35.121301,-85.257935,Gilbarco,37343,Standard Applause,001f400000pqs90AAA,5fac2f70df0c2163b6cdd231,TN,Temporarily Deactivated,4300 Norcross Rd,5fac2f70df0c2163b6cdd231,Chattanooga TN,5654b75d709e6e099c8a00dc,41.64,5.25,53.37,2.98,96550,Discount Mart,BP,,Unknown,Unknown,No,Yes,Unknown,Yes,FALSE,Unknown,2,,,,101.2849472,51.50841616,Flex Pay IV - 10.4 Inch,25.77,4.89,,,SG1661561,159512,,98.67034535,48.49158384,41.3,1746,Unknown,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lori Ramirez,4,,Discount Mart,5bf2ddff89a4b0185a723134,TRUE,FALSE,FALSE,a0x5G000005rergQAA,37343,47065,47,4.7065E+14,47065010433,,,,3600,-18000,America/New_York,Eastern Daylight Time,RANGE_INTERPOLATED,9999999
4/16/21,No,Yes,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,10,4/15/29,57.375,Mobile,Mobile County,B,a15f400000FkAOkAAN,57,MPG208,5fac3097b46a6f4f639ecda3,7479141,30.628554,-88.089527,Gilbarco,36605-3328,Standard Applause,001f400000pqov2AAA,5fac3097b46a6f4f639ecda3,AL,Active,2100 Dauphin Island Parkway,5fac3097b46a6f4f639ecda3,Mobile-Pensacola (Ft. Walton Beach) AL-FL,5654b70a709e6e099c8a00bf,543.26,68.51,9.27,0.52,49910,Chevron,Chevron,,Unknown,Yes,No,Yes,Unknown,No,TRUE,Unknown,,,,,105.4076106,53.60499485,Flex Pay IV - 10.4 Inch,5.17,0.98,,,SGI1485860,229351,,94.40424127,46.39500515,33.2,1745,Yes,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Veronica Briones,,,"KARS PETRO Distributors, LLC",59ebbad8a0f46f1000f8ca71,TRUE,TRUE,FALSE,a0x5G000005rerlQAA,36605,1097,1,1.09701E+13,1097007400,,4:03,,3600,-21600,America/Chicago,Central Daylight Time,ROOFTOP,9999999
,Unknown,Unknown,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,13,,239.4717052,Dinwiddie,Dinwiddie County,B,a15f400000FkANLAA3,56,RPG136,5fac3946f566cb523a21ea54,,37.078547,-77.585739,Gilbarco,23841,Standard Applause,001f400000pqoOwAAI,5fac3946f566cb523a21ea54,VA,Awaiting Installation,14011 Boydton Plank,5fac3946f566cb523a21ea54,Richmond-Petersburg VA,5654b709709e6e099c8a00bd,235.43,29.69,0,0,95834,Undetermined,Exxon,,Unknown,Yes,No,Unknown,Unknown,Unknown,FALSE,Unknown,,,,,98.74274277,50.21557919,Flex Pay IV - 10.4 Inch,5.57,1.06,,,SG1477152,162502,,101.3010012,49.78442081,43.2,7285,Unknown,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Veronica Briones,0,,Parker Oil Co.,59ebbb3d2d34cb1200cbdb01,TRUE,FALSE,FALSE,a0x5G000005retwQAA,23841,51053,51,5.10538E+14,51053840600,,,,3600,-18000,America/New_York,Eastern Daylight Time,RANGE_INTERPOLATED,9999999
,Unknown,Unknown,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,,175.5639424,Kennesaw,Cobb County,A,a15f400000FkAMDAA3,7,ATW713,5fac47616c6a2d61d56ed17a,,34.0427005,-84.6028954,Wayne,30144-2026,IOTV2,0015G00001VIWl1QAH,5fac47616c6a2d61d56ed17a,GA,Awaiting Installation,3655 Cherokee Street Northwest,18709,Atlanta GA,5654b4bb709e6e099c8a0081,155.64,19.63,113.6,6.35,91486,Undetermined,Citgo,,Unknown,Yes,No,Unknown,Unknown,Unknown,FALSE,Unknown,,,,CITGO,102.1159584,51.93102656,Wayne Integrated 10,69.5,13.18,31819131,,,,,97.81042058,48.06897344,30.2,5341,Yes,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Mark Hesskamp,4,7704248470,INLAW ENTERPRISES INC,5fac46f0d81755c9ab44cc96,TRUE,FALSE,FALSE,a0x5G000005rexUQAQ,30144,13067,13,1.3067E+14,13067030227,,4:03,,3600,-18000,America/New_York,Eastern Daylight Time,ROOFTOP,9999999
10/8/20,No,Yes,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,4,10/31/26,483.2323232,Scottsdale,Maricopa County,A,a15f400000FkAO6AAN,11,PXW170,5fac4768f763c8d61ba0b717,700043,33.6292127,-111.8868081,Wayne,85260-2868,IOTV2,001f400000pqou1AAA,5fac4768f763c8d61ba0b717,AZ,Active,15752 North Frank Lloyd Wright Boulevard,397630,Phoenix (Prescott) AZ,5654b4c5709e6e099c8a0083,16.75,2.11,139.04,7.77,117480,Super Pumper,Shell,,No,Yes,No,Yes,Yes,Yes,TRUE,Unknown,,,,Superpumper 6,103.5707208,52.67084535,Wayne Integrated 10,47.4,8.99,10015719,,,,,96.30504233,47.32915465,43.1,14700,Yes,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Mark Hesskamp,20,4808602110,"Supermesa Fuel and Merc, LLC",59d2a6e28c51f713008a871d,TRUE,TRUE,FALSE,a0x5G000005rexZQAQ,85260,4013,4,4.01322E+13,4013216850,,4:03,,0,-25200,America/Phoenix,Mountain Standard Time,ROOFTOP,9999999
11/18/20,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,11/30/26,82.54362416,Armour,Douglas County,D,a15f400000FkAMyAAN,109,SSW123,5fac4875df3b942635bd0ea2,695372,43.3161252,-98.3451882,Wayne,57313,IOTV2,001f400000pqp06AAA,5fac4875df3b942635bd0ea2,SD,Active,507 Braddock Street,97529,Sioux Falls (Mitchell) SD,5654b77c709e6e099c8a00f2,0,0,0,0,73669,Ampride Convenience Store,Cenex,,No,Yes,No,Yes,Unknown,No,TRUE,Unknown,,,,Agland Coop,99.88775043,50.79787234,Wayne Integrated 10,0,0,,,,,,100.1161551,49.20212766,50.5,2511,Yes,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lori Ramirez,4,,Agland Cooperative,59ebbbcb2d34cb1200cbdb1b,TRUE,TRUE,FALSE,a0x5G000005reyDQAQ,57313,46043,46,4.6044E+14,46043969600,,4:03,,3600,-21600,America/Chicago,Central Daylight Time,ROOFTOP,9999999